timestamp,cm,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,laser (1=off 0=on)
1619246335.0739298,65.0,1.4844050407409668,2.8395233154296875,-8.856152534484863,0.060220520943403244,-0.05702297389507294,0.026379786431789398,1
1619246335.0739298,65.0,1.4867992401123047,2.8371291160583496,-8.863334655761719,0.06048698350787163,-0.05649004504084587,0.026113322004675865,1
1619246336.0751305,65.0,1.501164436340332,2.8371291160583496,-8.884882926940918,0.06048698350787163,-0.05622358247637749,0.026379786431789398,1
1619246336.0751305,65.0,1.4915876388549805,2.832340717315674,-8.860940933227539,0.060220520943403244,-0.05622358247637749,0.026379786431789398,1
1619246337.076311,65.0,1.4867992401123047,2.8443117141723633,-8.87051773071289,0.061019908636808395,-0.05649004504084587,0.02584685944020748,1
1619246337.076311,65.0,1.4915876388549805,2.8371291160583496,-8.853757858276367,0.060220520943403244,-0.05649004504084587,0.025580398738384247,1
1619246338.077499,65.0,1.4844050407409668,2.8395233154296875,-8.863334655761719,0.06048698350787163,-0.05649004504084587,0.026379786431789398,1
1619246339.0786583,65.0,1.4867992401123047,2.8395233154296875,-8.87051773071289,0.060220520943403244,-0.056756507605314255,0.026379786431789398,1
1619246339.0786583,65.0,1.4987702369689941,2.8371291160583496,-8.856152534484863,0.060220520943403244,-0.05622358247637749,0.026113322004675865,1
1619246340.0800903,65.0,1.4891934394836426,2.8371291160583496,-8.87051773071289,0.061019908636808395,-0.05622358247637749,0.026113322004675865,1
1619246340.0800903,65.0,1.4915876388549805,2.8371291160583496,-8.87051773071289,0.06048698350787163,-0.05622358247637749,0.026379786431789398,1
1619246341.0812857,65.0,1.4963760375976562,2.853888511657715,-8.882488250732422,0.05942113324999809,-0.055424198508262634,0.026646247133612633,1
1619246341.0812857,65.0,1.4915876388549805,2.8395233154296875,-8.868123054504395,0.06128636747598648,-0.05622358247637749,0.025580398738384247,1
1619246342.0824544,65.0,1.4867992401123047,2.849100112915039,-8.851364135742188,0.05995405837893486,-0.05622358247637749,0.02584685944020748,1
1619246342.0824544,65.0,1.50355863571167,2.8395233154296875,-8.863334655761719,0.060220520943403244,-0.05649004504084587,0.026646247133612633,1
1619246343.083649,65.0,1.501164436340332,2.8443117141723633,-8.87291145324707,0.060220520943403244,-0.05702297389507294,0.026113322004675865,1
1619246344.0847943,65.0,1.5083470344543457,2.8778305053710938,-8.858546257019043,-0.011990811675786972,-0.03224195912480354,0.029577335342764854,1
1619246344.0847943,65.0,1.889025092124939,3.9432501792907715,-8.580819129943848,0.058888208121061325,-0.011990811675786972,0.029843797907233238,1
1619246345.085977,66.0,2.0254945755004883,4.1395745277404785,-8.300697326660156,0.05062786862254143,-0.06368453055620193,0.02025114931166172,1
1619246345.085977,65.0,1.9369091987609863,4.599261283874512,-8.374917984008789,-0.26086676120758057,-0.07540887594223022,-0.06288514286279678,1
1619246346.0869076,68.0,-1.455674648284912,9.246406555175781,-3.9384617805480957,0.018652373924851418,-0.03064318373799324,-0.8612067103385925,1
1619246346.0869076,69.0,-0.8834604024887085,9.586383819580078,0.16519992053508759,-1.2862143516540527,221
